dates,1.1.1,1.1.2,1.1.3,1.1.4,1.1.5,1.2.1,1.2.2,1.2.3,1.2.4,1.2.5,1.3.1,1.3.2,1.3.3,1.3.4,1.3.5,1.4.1,1.4.2,1.4.3,1.4.4,1.4.5,1.5.1,1.5.2,1.5.3,1.5.4,1.5.5,2.1.1,2.1.2,2.1.3,2.1.4,2.1.5,2.2.1,2.2.2,2.2.3,2.2.4,2.2.5,2.3.1,2.3.2,2.3.3,2.3.4,2.3.5,2.4.1,2.4.2,2.4.3,2.4.4,2.4.5,2.5.1,2.5.2,2.5.3,2.5.4,2.5.5
9/29/18,1109590.073,1030283.816,984940.5687,117629.8268,584463.2943,1060007.665,74378.36818,526240.1656,1047757.393,623024.8368,135879.1276,908603.9002,638749.2768,1062131.175,1069392.332,662355.4905,939349.5659,119918.5654,801104.7611,1094075.339,922099.8639,545447.1997,80214.40829,1061932.351,565526.2709,71634.8281,557413.7828,789139.0093,98930.89798,122791.9147,899359.7929,764487.7038,588999.1418,914384.0036,660332.8284,96164.19727,775664.4319,888798.0515,67223.06162,523117.019,116306.3118,1122361.928,744921.6756,76892.56919,660983.7106,96422.03824,62303.10824,585756.7839,77449.76158,109994.2865
9/30/18,773107.6806,738528.7394,771653.1896,92894.63111,862101.7908,1012147.001,112549.5667,834815.4059,716723.2772,862180.4967,93958.12532,821373.8147,575197.0072,722943.6878,586103.309,671730.1445,874468.4779,117316.556,1061118.578,593310.6604,1031879.207,986306.3786,100988.2355,1064074.074,921023.3728,81694.46054,1000335.411,1019882.245,66474.17771,72980.66847,680978.4082,637827.1369,857935.6305,836913.2977,685744.29,121925.5421,685702.651,963135.4844,110337.0658,762675.9191,76632.37973,997902.5565,854344.9339,95330.87588,935877.5138,75583.86495,79696.0567,797576.1451,85306.18784,58041.0838
10/1/18,747470.2654,985761.8985,866081.596,98473.09004,517931.234,943415.1806,80879.44365,600205.5687,963448.91,621668.3598,78987.25271,598314.6625,669647.7823,658199.5321,837676.8922,775114.1707,604942.6962,88156.57242,872231.7645,617745.4586,762717.3691,875792.3465,91323.12249,582190.3452,765534.1559,70344.38965,812602.0939,993807.4318,62782.50651,51932.59115,779473.0716,1106349.68,1043139.024,976593.172,795775.129,85516.32409,660245.3942,621714.1551,82424.81479,867092.5303,112481.8738,1055016.737,541003.8118,72709.15601,868954.8334,83906.51463,112834.4747,572941.5147,110374.294,97616.81678
10/2/18,886814.9123,946674.5795,559669.3131,1035493.595,514606.2406,902704.0188,528301.9729,1143988.932,938346.5286,711910.5044,553581.7164,966158.35,668443.5784,920659.6934,620844.3851,744095.8872,920010.5871,934376.0563,968624.3798,594224.9032,749472.7882,929222.9551,791089.4267,596443.7822,590680.342,752638.9717,902506.5928,1041752.886,878102.476,884130.4859,854864.5515,936587.7561,828502.8759,1018845.503,651452.0982,1103108.569,550721.3258,711403.7337,717142.9161,1098720.839,778236.5994,812132.9191,759311.5916,731552.3669,858435.6,624311.4118,689005.8803,1100486.45,703913.7514,925217.0027
10/3/18,1066675.222,722276.3313,1000481.639,798342.9292,536755.5073,692090.902,1027573.37,1011729.553,1027835.092,1127591.657,1125519.477,1094566.241,1066727.063,941115.8954,796346.4363,537105.8864,661672.7556,930566.5155,803664.7619,662024.6461,638701.5167,745931.023,1054595.607,997322.332,868621.722,935239.9997,1131537.418,871039.9917,548725.3605,946644.2048,880460.4033,530533.7365,578004.9524,867197.3456,725437.9807,513270.2708,936311.5109,886324.5024,706882.0407,573285.9617,859861.8877,957910.3653,1052865.682,584232.5955,1045975.005,528777.8022,880502.4112,1106078.385,839384.6834,1030907.121
10/4/18,1055524.83,774376.9123,867472.3061,879879.1733,630581.7739,970326.3995,1116263.256,832965.7607,635912.3129,1046730.59,775302.89,1123471.745,914776.324,721023.9139,1027995.602,890316.8523,974280.0954,704719.5392,662476.9688,723510.9899,985789.217,1041930.852,668531.9243,1027962.918,1042047.721,645323.8507,733177.9099,527813.4522,561322.9035,516298.9421,833630.8123,634574.9172,1088389.812,1068270.688,710099.8155,1076825.812,841138.4402,1067917.778,549055.6556,891642.9502,1034315.095,537268.3614,706222.4828,502469.8035,905912.2947,554297.9873,756956.1177,652963.7576,877267.8387,778347.7622
10/5/18,923671.4124,1015866.771,684454.5411,827082.0258,726251.3379,565153.2208,859927.0769,685530.7676,702830.3079,1100490.682,562084.4564,1037925.354,876507.2741,848908.8618,684347.9877,929591.1309,741078.576,866399.4449,528118.8674,992944.123,657653.9563,982047.3431,877180.1765,630313.4635,874053.8267,553002.1473,952919.0967,1034990.224,681607.1499,630880.2089,904124.7679,763657.4945,1026539.373,673833.2506,542994.0167,946891.4059,624382.1073,698660.1802,972234.9564,691055.2186,868636.6786,528667.0881,1008517.272,1042114.782,600099.7333,884374.2825,866537.5104,1012073.396,873948.7755,1060435.681
10/6/18,1058423.837,1082178.092,1054830.42,926887.5317,598583.2752,711751.0523,577213.4024,839981.2028,520922.5113,564161.6702,1033323.243,743930.3894,783228.8882,647186.9793,911650.3813,1143551.836,660458.4253,1070710.064,634099.7724,655887.7024,537554.9596,694877.2342,593123.2407,892409.0763,691125.5362,933952.9526,895865.221,684355.4313,828981.1667,673538.534,1130367.976,609355.3272,629329.1298,1038467.34,741472.2944,675219.2294,554258.2924,801391.2838,1052421.52,866718.3845,937750.3869,757747.1845,883158.0166,763111.6112,948496.9062,1054613.78,498791.0104,701538.9343,1090462.606,934030.4328
10/7/18,1012936.365,932089.6935,542213.6835,680966.6222,1078254.775,1102158.053,944484.3802,1070265.579,753485.7686,662050.8688,960368.7712,651914.0183,735892.6776,887704.7083,607735.5274,564659.5237,609036.6118,656295.9142,553422.7932,919044.3145,1031798.725,828608.2579,492002.438,684669.4236,1014483.731,631420.8164,548092.1031,869724.7758,1005793.184,754239.1527,800515.1659,885825.5154,750573.915,754670.0599,798368.5317,737821.8553,949475.4589,702280.4246,711477.5135,1069386.551,1011197.487,706141.2831,1117603.263,838676.8038,925971.7556,796786.1002,1038059.121,631452.2996,869302.6329,749825.5696
10/8/18,1012090.059,1084520.3,982337.4176,849705.6954,1144970.243,681701.0439,1028324.799,848420.9835,631952.7603,614428.4,533837.2874,965109.2907,1021209.061,556802.0835,738469.4549,618882.7077,1088107.785,840576.4178,805993.2926,1138917.597,688290.1592,673078.2333,769244.458,677955.5804,965676.6306,733386.8774,1007249.741,640699.2408,860480.4763,885191.7245,649210.6994,860039.0767,1078423.371,683704.3979,888458.0254,598861.5023,1055317.92,1085614.702,700489.4198,573614.3122,923237.1294,986402.0499,889465.5213,713859.8402,629181.0131,899181.1843,564216.2146,1019981.543,526019.0422,1023983.425
10/9/18,588377.8073,688585.977,911344.2483,792395.601,906723.0825,1072747.667,903167.5288,997792.527,920296.1651,1105852.205,752225.0701,564305.2527,702959.5322,764413.721,534511.0101,1004256.763,690730.0797,781440.024,981916.1162,965333.0527,859657.6384,969412.3834,694615.6796,737605.8816,696109.739,919863.5301,991331.8047,520144.1051,551850.4942,512844.2899,896692.6342,747881.2515,871123.5341,797426.9704,883211.7467,627926.0953,953159.1818,1117921.449,851977.923,921484.0082,563282.9201,1144622.509,872062.7905,1026636.99,699908.9326,927831.1586,989721.12,798137.5527,896192.744,983775.1973
10/10/18,1023815.612,657628.7538,1060937.967,578950.5749,976085.3055,521775.0514,517352.0569,564576.3214,938862.2166,852129.8712,897436.3782,976378.4028,613639.7919,523576.9365,960875.0043,1009806.984,702943.4358,1024170.769,581260.4972,674805.8333,582637.1513,571083.4058,586865.6582,935301.559,570186.4306,915866.853,897590.9318,787205.5573,504024.2042,661555.3687,1013856.653,834147.2182,646142.1898,1133199.461,972649.5269,627843.3077,817890.616,992644.7157,977636.5395,931994.0222,525157.1878,1021455.682,736172.1345,817198.5,760374.4802,984552.9776,734345.6093,870092.4227,1015233.889,553062.7639
10/11/18,682484.0599,872579.7254,1020681.735,546296.547,957516.3824,656180.7619,578933.6853,575868.0288,919612.5612,628280.5617,609047.2614,786900.0288,781925.2344,981447.7727,581871.6297,827042.8305,852324.35,901058.4436,688327.793,902175.0306,869756.9308,1001795.079,564372.9242,730969.1951,766938.0907,711931.1183,1118984.98,1139609.438,871414.453,506482.9716,916127.5111,743590.25,880436.9011,938647.0318,744477.3255,936409.6329,871181.8739,1119476.524,487033.7006,815690.1383,931390.3253,1016146.832,576670.4662,929475.8454,842348.3874,950122.685,846349.7893,709856.5187,871319.9651,709713.7477
10/12/18,1003410.118,904101.1523,558159.2784,857043.8075,552088.9872,951368.0654,622241.3015,519955.2563,837634.5732,751716.5674,671138.2692,881470.2041,873756.4597,609456.9685,798726.0521,734336.6587,803962.2045,548217.5925,953388.4604,601705.2504,1000195.229,783896.4335,749590.0518,544283.2744,686028.9612,727625.7685,1135695.643,566442.8942,469703.0001,1006571.863,911766.9099,546885.5943,911300.8712,1018233.237,702349.9866,865541.5955,1099495.693,751574.9497,690324.8087,596353.2496,869635.3864,560222.8237,737028.9443,679698.3229,1075452.724,481975.191,625395.1898,754902.5124,883102.1877,565481.9551
10/13/18,1144705.673,549008.3486,862371.7259,727361.018,605260.5426,975793.7952,693707.3593,801848.3297,968611.5329,994645.2736,644613.5943,1121635.476,972673.7092,786369.1513,828013.335,630456.4415,608973.5866,511293.8261,1093610.926,1102287.504,617490.1462,872864.7745,581195.9553,584938.3635,872127.1004,881136.9924,986342.0853,858575.9708,735532.8537,766889.4143,1058352.952,1106379.606,751778.0434,1139677.224,854707.1397,550578.2137,598186.005,904157.3006,568720.0366,1021337.945,814875.6233,605214.4073,1002358.64,940103.4909,763821.8965,645926.2171,476715.8534,1028430.921,758746.9027,536501.7784
10/14/18,633485.466,1072428.385,1134223.998,507666.4886,947875.7228,845673.343,960584.4048,1130300.228,705475.3247,647523.567,718965.8755,915978.5253,817435.3839,795289.7823,983025.1023,650228.2839,1076252.252,461799.357,1069186.254,824627.6969,680736.6606,852827.0777,807138.0589,844291.7013,821239.1116,550213.4724,542743.503,860311.4301,954013.7361,848422.8132,739647.5873,591049.9158,1086020.095,998770.2484,672986.1515,737104.7584,998964.5004,728312.9184,617770.328,720362.7541,849928.8367,873068.4349,924111.3795,685648.9173,674485.2286,864779.4924,1007680.415,526802.9335,873076.9027,767770.6058
10/15/18,1007943.32,598533.8903,686710.9026,826544.2697,914016.319,622318.5619,795094.8558,799172.7071,566970.56,1051352.964,859267.5062,1091249.333,844837.0504,717495.6379,648490.5953,584160.7508,759158.6385,767726.8023,588383.7773,886592.2461,911862.2789,572445.5505,520783.3598,604133.2309,771362.5483,823395.2488,1045515.768,1054507.321,473820.6278,824492.5442,701399.697,730633.6654,671989.2354,721129.7871,1072947.285,608038.2342,846602.0574,751511.3955,648561.9328,647009.0881,951810.5358,526288.3036,662320.9173,692270.8124,1108662.53,458067.6667,598384.0397,799297.5484,884223.1862,498248.4029
10/16/18,766071.8347,706396.4821,1027769.346,743762.4196,970696.1245,811415.611,530011.3045,645236.902,1078690.283,1030509.996,880605.3625,823338.6281,937028.5922,1069970.857,952781.0308,1053744.293,987609.0877,647660.1055,655529.0861,776236.6082,1048928.951,1139449.382,957712.4691,1048221.354,524091.1509,628870.4613,837768.5583,830323.0866,575397.9047,613268.8357,1068162.737,1037562.09,680191.9538,841460.7829,990302.4691,982044.8166,913312.6891,563838.2316,616131.872,1004742.148,478243.4677,930522.1502,621900.8502,830723.4376,530220.3109,825084.7116,722400.6343,823781.3157,728170.2501,973912.9449
10/17/18,915291.9364,874785.6063,655469.3105,604767.5569,883254.7459,576706.0218,840639.6149,917652.9242,606649.6657,539362.6258,587647.6101,662350.654,538208.4113,870511.8348,746757.416,677670.3046,740031.1793,805825.1775,525502.0381,832098.749,695390.1638,618425.9642,448523.2112,774353.9391,546864.3214,781928.2244,847875.6344,735696.234,502503.3289,447520.5461,1066262.082,588945.9784,932535.1394,591524.7961,931995.3447,822593.7307,660473.9171,874846.2133,485561.7286,740823.3392,841330.3261,1099774.583,853696.9233,836240.4334,951867.5437,481782.0868,635678.027,868760.2036,723732.5068,931096.4248
10/18/18,540239.9528,685119.8193,810697.5095,516992.4962,775510.4963,581815.5192,621112.5219,863504.252,721195.3438,735629.7327,922132.6886,657138.5329,794429.8363,1044145.5,647828.2264,738670.5838,709707.8352,820823.0505,702808.695,536120.8347,954738.3629,854491.1236,554349.8045,788075.3651,621233.4937,626985.0849,664897.1656,621687.8568,923582.0952,672517.1342,631203.4862,1128412.798,1056577.214,1093599.099,685961.4774,720043.7442,1081693.727,1006642.047,957714.5961,975014.9734,741850.3852,662048.9796,715547.6387,904714.8938,1081151.137,517516.1311,533959.2122,860589.3756,606129.3531,904262.3549
10/19/18,633866.1108,689708.7923,653693.8748,534969.3899,825488.7764,1050406.378,603356.5662,920843.9325,568754.3083,896496.9463,788382.6986,1126971.758,653786.1454,591411.7438,905714.6042,1126459.244,578714.0989,473940.7063,594387.3404,800793.6783,1055659.118,798814.1287,663071.2679,851726.631,969874.3034,841294.3814,1074589.264,592441.5327,694392.2574,942525.2396,1066670.31,968602.5024,711178.1958,563013.9924,718053.9094,634708.8231,793090.5137,797209.0272,527821.1442,576034.2823,764405.9325,618633.6298,714938.3198,497824.6426,859767.5168,772353.0169,681121.1599,1120472.911,619584.5464,735463.05
10/20/18,997454.6168,618005.5697,1060482.281,420818.3617,567423.6006,1007510.343,697360.0094,962090.8838,556832.5003,993008.3573,457008.2255,1107986.597,576171.857,990242.0511,558351.9812,651290.3411,929906.748,492721.8095,1137239.987,840699.72,1081189.677,682679.521,583208.0104,917276.8136,810754.7158,935334.3909,555792.1316,1056256.383,738301.6726,638359.9595,812888.4276,1029860.323,805133.8379,1112012.877,1095175.446,762902.0599,921758.6665,832247.7726,504114.5711,783820.0325,473811.6836,569751.2622,1006215.04,784020.7275,616987.9852,692300.6669,874812.4887,815866.7448,878499.3508,661567.0455
10/21/18,530656.7262,725244.8622,893918.1664,764338.117,830986.1734,1019830.404,825710.8753,867595.8249,950279.521,512909.8886,494148.8877,1071201.434,1035449.197,863622.5942,1067363.285,1034775.758,1100308.143,778232.8206,693087.0246,662711.5751,520410.8286,974049.0409,744906.3131,610330.4037,856000.516,695200.8946,654244.476,867456.3231,479854.3505,743638.4088,924443.9619,768321.0549,815685.264,629135.8601,807090.3387,859997.4851,903848.7116,787623.3068,909590.2133,1068281.268,579918.8652,746647.7265,682681.0702,864704.6492,1037776.746,714939.0314,755168.0533,1040029.366,823324.4226,634005.8027
10/22/18,614384.4562,835674.4072,824881.9513,608145.4521,730450.6733,1134555.938,544942.4508,992727.6157,786992.1105,762651.3589,528351.0822,819235.3419,905229.8999,1139211.337,665045.1312,730664.12,919756.975,591856.9066,553423.9268,715909.4288,903507.2119,1128593.183,848976.599,667911.3028,583355.8196,883412.7361,1077403.104,948243.7853,652780.7847,410927.0883,784170.2605,574485.6314,784701.7426,1053983.925,517869.2668,509977.8091,1060197.157,894388.0214,844993.771,903853.9637,891425.3361,866626.8695,894529.7524,811688.2783,795786.7668,537136.0655,522584.6871,574196.0481,557635.0853,758889.9921
10/23/18,671168.8502,666017.6761,777078.4174,843989.962,658813.6497,1088917.024,825597.7039,884237.0393,777935.3028,921760.5179,896164.7762,743324.3956,977963.7428,514359.921,669164.6649,1020487.785,1124754.806,869927.686,1057040.155,543561.81,653912.4981,769943.1595,869978.7595,882230.5113,918292.5088,577964.8167,1012127.844,652607.4463,569441.463,767838.9601,871926.765,757022.0172,880690.5132,1133201.955,525752.7785,716796.2687,717147.4502,920106.2961,710206.4819,744222.6177,814355.9957,664519.8836,1035698.955,880779.7914,904474.8825,616703.6156,790591.7135,1071958.643,791023.5244,588365.7684
10/24/18,1136992.949,735812.4603,682608.4477,600043.5555,846914.6895,512309.9404,771622.1395,1099386.306,702416.4124,1102583.586,630519.2565,834361.534,909531.4811,1135747.371,805595.9469,710941.1713,565543.5764,519003.6646,542866.6817,973695.5256,878137.0869,1020995.312,644100.8725,671775.7887,935928.7501,791157.2876,1138198.211,917684.7391,476311.3232,710770.4418,1038948.681,697428.6956,1082143.821,857025.1284,1082899.594,842537.0616,1084284.712,727562.8131,570208.639,711445.0704,714940.7878,773308.6583,856438.5182,759449.2653,908908.7864,405433.2413,548665.4024,528414.2317,529260.492,777062.2659
10/25/18,710465.8753,794051.1185,1081535.787,603277.8884,1054212.259,804857.1392,475215.8628,1095238.811,985778.2594,1103793.08,666654.4965,875116.9797,861321.0797,820488.8929,674581.0511,927009.9706,527505.4677,472049.9607,644549.784,596911.7857,1035082.231,696956.2335,618166.8946,952442.8184,805623.0008,719325.1971,969109.462,513761.1819,640398.4137,832273.7827,646827.6074,651830.287,526589.5624,559464.4813,974317.4268,771823.1065,705838.1351,925092.8416,869592.8478,743600.0741,786716.3604,883328.9176,597338.3391,513147.0731,725944.827,750962.7461,742467.0494,965577.143,661253.3625,626823.5412
10/26/18,894610.6876,1091054.514,891077.7263,697109.0133,777099.8793,1025871.223,453325.5602,894259.9306,555259.2893,820519.9521,618647.7406,961802.5096,886422.4031,919839.3082,565732.274,1082152.02,655532.789,567406.6129,672105.0083,893811.802,986700.7393,613123.1593,420003.8473,1068508.658,538291.1601,472674.54,890351.9544,1023119.804,835462.4617,754327.9696,749414.5239,593631.0762,665668.2038,644988.6553,556555.2349,455792.0495,621536.2261,1013404.028,610665.3564,1032158.399,786036.8775,1142910.174,907921.0142,506502.4101,545486.7605,419687.8796,584032.2916,638630.1411,652199.8174,749994.8788
10/27/18,576619.91,572342.9268,605254.8749,542713.6675,786979.037,569773.7064,590770.7285,1078435.878,978149.4932,825348.33,646364.0299,1027699.104,773931.7687,763991.8907,690698.1137,863336.865,922971.7877,655176.1333,752136.4707,934851.39,733345.6748,892250.3799,452538.3927,549854.503,737025.7704,517554.7789,673958.9609,836635.201,806514.6723,506280.188,1047317.804,792033.4818,676914.8716,1089865.122,1034942.049,821171.5668,1031381.278,833265.4704,608005.1654,1104834.507,459708.356,877215.7783,667834.1839,818155.6537,872891.8662,652129.0476,801563.399,815021.7994,735007.0619,724633.4986
10/28/18,950988.8942,810023.4651,960491.4123,483092.1862,629536.4932,645975.5963,413553.7988,893998.9127,1053927.286,525042.3851,586853.2035,735748.755,688139.0197,1132879.65,596596.9243,1039857.294,790000.5422,823501.5354,592487.8948,769425.3556,706279.6891,1037908.728,507783.5082,1040051.055,933352.4262,420280.9733,986864.3478,1088463.001,466960.8976,619243.9251,985200.1508,738884.7484,1000181.778,658730.4096,791588.7916,833318.0714,577840.7393,1134121.11,466899.4397,1139557.068,616830.7117,905102.6026,1129958.992,739294.8247,513597.0821,797939.43,438966.5935,917573.3493,681072.791,589973.7693
10/29/18,678718.4193,556544.7685,573563.4916,423769.5243,821504.8904,541258.0663,588771.8017,746578.429,1056418.745,965231.1092,543433.9138,631567.4679,562151.0236,686942.335,681803.4031,1134707.38,801132.3441,429679.0628,547348.0434,1083213.699,576898.9136,654151.4118,775829.716,728776.0099,758814.7961,736790.1483,622742.7727,965056.7697,674702.8123,426569.8014,574209.6129,801896.392,596717.3825,1006840.115,1145500.743,513426.9374,642484.3872,1143940.718,513482.2413,1012652.865,746150.9493,678101.1278,874082.3165,391315.4156,602319.0657,490326.1547,763428.1972,989914.5318,678674.8686,817878.5292
10/30/18,637109.1865,830026.0219,654249.6903,408211.8115,889766.8179,649797.763,639382.9046,944803.6992,1114626.873,1129933.034,417193.8776,535417.7338,801461.7526,512628.6936,920979.3157,1030752.802,619367.2232,798632.2849,1040589.452,807652.9177,1039956.555,752055.7244,593677.0147,1039289.463,1119035.914,638662.9758,729311.3082,554425.6416,436597.9221,632222.6558,1117836.093,997962.1811,946174.9501,711330.7333,1120529.55,532306.2866,730527.4521,687978.0184,593463.2913,983844.8451,590724.1177,641847.9766,1084136.671,455132.7904,750288.3369,419899.6162,689867.1001,806574.2351,717111.8747,624304.5543
10/31/18,1005502.115,661573.5703,964368.6694,439150.7368,1038193.739,959237.5212,670535.7811,753440.3134,566734.7823,830434.1741,743688.4633,819035.0065,672210.3525,1033559.765,939671.1152,1063900.49,965420.5247,733103.8481,1001075.617,863126.9322,1141977.605,670791.4171,786050.5325,1105424.253,794109.6473,522421.2131,836702.647,1033402.202,460644.604,363943.0327,1106565.999,947656.6839,794754.4084,567031.5825,892649.9549,448622.2622,969696.11,616236.7086,769072.0956,1105971.378,714293.0288,727109.1679,883217.9434,591123.7356,801233.9098,547793.8999,508820.4089,956657.9479,767069.5479,478571.0895
11/1/18,849574.5935,561129.6607,513920.4451,572501.8749,805817.4418,955659.5203,420568.3318,707773.5897,842792.9642,615213.7209,397189.2733,961033.9653,1050149.856,1053760.239,665878.3632,1019280.861,606888.6928,568320.4874,559628.052,822503.4313,1000512.32,1013547.762,725849.9855,739704.5291,529707.4946,656948.6586,811551.2965,1024121.405,707057.9427,508463.0344,1089013.942,793002.6639,692037.6631,1069646.36,782427.6221,678591.5249,649537.992,529326.4342,533242.8274,1043289.974,385453.2988,616288.625,654572.3731,743631.0524,925791.0683,621773.5855,613484.2075,611800.3109,366168.7151,381135.6704
11/2/18,1016409.097,1122404.096,795403.9304,560930.0628,916912.9075,729549.164,715430.2776,522708.489,643732.0438,701743.2749,449310.6346,709826.593,614930.4477,616821.165,944478.1069,1140637.187,620218.6675,462181.1487,737325.8579,797122.651,900607.3739,969757.586,697041.274,1056437.07,850842.1249,686395.1336,832540.4164,787892.5619,724461.6236,764308.7492,1057291.651,1117301.853,1012758.776,1060305.108,566925.7471,580239.7055,903531.6209,557971.9788,634041.114,872860.0136,601866.7712,616622.7188,1006825.417,420802.084,549586.1926,442119.7064,520990.8523,793912.2969,415233.7977,504603.9623
11/3/18,534306.8207,827970.827,640914.6524,668052.6248,735702.7708,687619.2132,745818.5832,936661.8144,869448.6818,1089466.643,550868.3458,1100440.353,723707.4334,648388.5383,1123171.62,814497.8744,1048053.551,544238.2626,620391.7223,720226.8797,591854.847,740912.8138,546591.9867,947051.1435,908235.3088,519005.1848,516588.2084,726127.668,367060.0849,464580.6558,667705.4886,698229.8861,773456.6617,958643.6186,874154.3344,640993.2379,777079.9288,797495.2099,475365.3098,1066280.257,772185.319,861892.8782,1048331.421,737999.7546,572283.7934,720340.8243,444918.6691,563273.8012,727591.9246,699029.5324
11/4/18,958950.2428,1077642.773,1105657.802,523003.3708,1012849.762,603469.9552,729214.7942,872828.7277,773468.5261,734273.4824,478846.6527,828330.9925,758540.3268,748878.5455,919901.1621,891988.6818,590008.4513,476843.5855,916424.5002,771950.2165,866085.4501,927997.2893,734333.4597,1075868.924,754319.1517,618800.5819,1019034.012,1102070.619,545741.7524,749629.0274,731780.2474,592752.4267,908889.2138,857623.5652,974547.31,677864.3703,806029.2638,1032020.56,678298.7146,641463.1754,632368.8987,526519.547,1061854.25,412163.8266,814862.1583,711236.808,718703.0391,964778.6731,455555.8029,525878.5949
11/5/18,935824.7661,630794.3894,904493.0193,462068.85,849859.7937,800317.4377,540883.6825,1110561.863,578196.3706,796436.3265,600969.2412,757740.7611,766405.7018,1099276.503,727740.6665,555423.1623,614536.6537,541335.5843,757844.7828,1143144.364,779303.6443,1039843.918,429852.8471,598119.7681,729430.7839,460322.7399,777240.5146,546678.0798,459988.4956,580708.424,767538.1145,1023525.765,617369.0079,1027762.885,754858.8709,370189.2147,1130061.541,1005936.074,572578.5058,873634.3768,616198.5392,796157.0207,882920.2742,611219.1403,638990.2687,648485.9645,444204.1772,666295.4705,709872.3151,567428.3314
11/6/18,808865.8499,1115132.774,1122108.58,738980.8482,787299.6038,810403.052,498786.8468,1095007.568,586244.9267,650411.7672,341679.281,974009.0645,1110352.723,655007.7682,1010995.507,714815.859,991677.5363,447625.0934,767826.1108,761647.4904,521993.5614,708054.4069,389730.661,1121042.858,672191.9135,347319.2044,1082509.729,579359.049,651500.9423,683520.1075,871867.9717,516226.4182,899661.9963,1126277.196,872001.7302,413048.9445,975463.4421,1024698.305,622533.1569,559776.6599,530640.4519,917114.9432,657866.3829,617545.3551,698059.8919,525536.9226,410112.6535,979613.4682,599035.8053,408040.3893
11/7/18,1130054.286,1038149.342,674328.8748,709808.5498,625989.098,523053.9939,545836.0996,1028625.06,928164.8652,860387.8311,451353.7454,938648.8454,1053386.509,1077325.153,970802.7534,720944.0366,761958.8755,729705.9075,839390.7386,1102334.433,1082655.881,1013351.129,495526.4279,891154.014,558695.8992,732682.2674,1056041.652,711461.3934,337374.9764,367434.1559,1119101.433,556485.5218,1047946.847,904364.2862,948156.1622,428913.6893,794932.8286,923775.5853,468221.3003,685469.4806,581716.1327,894563.4943,673286.9191,526584.1438,768283.0055,423085.6052,616228.8974,711349.7013,570259.7104,695045.0986
11/8/18,636613.5246,904640.3425,924190.3499,361472.6631,1034409.811,750820.3857,605508.6003,627170.5177,540055.0336,859090.8275,702844.6057,785983.2166,890845.7272,653138.626,620554.5751,697064.9784,967082.4546,327939.3525,888505.1053,1075167.788,882867.0731,951011.9052,708031.9808,1018658.695,530056.249,356148.4123,1066495.744,555124.8885,514329.6213,404372.1759,724343.2773,809760.029,624663.8313,926869.9398,898360.0051,333069.5493,903463.7593,674405.4648,438702.8648,1001755.858,425553.7036,1112735.551,910614.6979,630693.421,811320.9599,690483.2534,365937.5486,753024.0752,622843.0636,328537.3208
11/9/18,688794.2095,997040.7591,613327.311,456130.1189,1038077.135,935521.0891,330509.7538,661484.398,1096188.005,779296.2007,685666.0603,690768.1291,994872.0962,648194.3241,1061073.69,1030352.131,787253.1284,556703.1848,955916.4197,840200.6574,1131283.655,703569.7201,673276.4695,699799.4698,962051.7009,375319.0956,821096.6626,795526.5423,637294.0681,480555.3243,636435.18,534354.014,611813.4222,709204.654,1131396.027,528073.463,750632.7838,981923.3331,582732.3875,972625.0045,396457.8036,719470.351,1138052.512,642545.4969,533818.0356,581611.775,580025.5819,1076415.823,624267.4606,661745.1599
11/10/18,1132337.324,792572.3697,1097115.246,429018.9537,761080.226,749461.4905,641735.6456,886401.508,860742.3666,563919.1668,483654.7112,1100033.107,801925.6753,1054391.171,1073576.025,865394.6292,1109792.751,514529.6726,994503.0136,860713.0833,740170.3788,726140.666,455190.6746,1029382.496,853384.2912,359344.1251,708081.8765,748350.2373,695079.865,565097.8517,705412.9041,1056759.602,739371.002,709812.0081,692899.3094,429332.417,592390.4098,1123050.519,587201.1413,596205.2085,531204.8378,579474.444,608777.7854,486034.7967,1108718.301,411797.6939,358875.3822,851495.841,685037.3301,542451.5098
11/11/18,600888.6059,908662.9958,825375.5729,630726.1732,564649.7374,1094917.791,495841.7209,795084.6104,982789.4002,1049692.168,397563.5345,1075528.332,932781.1189,886004.6157,985436.9864,770210.9787,651611.6259,625130.3995,837392.3721,1047970.462,1109862.502,1022424.638,475153.1419,1020483.78,574648.0686,501613.5796,546495.0876,525593.9687,503945.7149,412391.0674,1111623.353,533418.3094,936690.342,828620.7269,819113.5613,324787.6673,1144692.902,935886.3933,598606.6646,564792.7531,493839.8329,911031.9563,1030299.27,450740.9768,837150.9268,344925.6602,325952.8848,518135.6879,643381.7861,471848.1064
11/12/18,1119693.144,1019475.226,641901.9712,541041.7717,564594.7982,797388.5809,465827.5418,920613.5959,640638.0671,1101192.423,576139.121,1026597.599,1016196.292,588168.2901,833109.0032,957358.9328,978916.375,566135.7051,1000581.995,572098.4586,673853.5411,710429.5641,567514.2866,669142.2585,598312.3576,638786.3427,834535.6089,777109.2121,366533.9588,451823.4997,786174.1436,908109.8252,1062899.757,898893.7165,608681.5096,550898.5215,763340.8195,722405.2533,423958.6484,753398.9011,598705.0196,995352.4554,780200.9595,366563.1404,777300.3658,352749.8601,603641.0187,997725.2699,547750.7168,530650.1219
